time_days,pressure_min_bar,pressure_max_bar,generated_H2_kg,unreacted_accessible_Fe_kg,free_H2_kg,dissolved_H2_kg,gas_H2_out_kg,aqueous_H2_out_kg,max_gas_saturation,salinity_min_molal,salinity_max_molal,outlet_H2_mol_per_mol_water,separator_gas_H2_rate_kg_day,separator_H2_available_kg,collected_H2_kg,gross_electricity_kwh,H2_kg,native_H2_kg,H2_in_kg,H2_out_kg,H2_balance_kg,H2_exact_balance_kg,H2O_kg,native_H2O_kg,H2O_in_kg,H2O_out_kg,H2O_balance_kg,H2O_exact_balance_kg,NaCl_kg,native_NaCl_kg,NaCl_in_kg,NaCl_out_kg,NaCl_balance_kg,NaCl_exact_balance_kg
0.1705003365880847,120.75196673030594,122.29515267661506,0.0,591.8704060000002,0.0,1.8286443446757914e-08,0.0,1.374917791397671e-08,0.0,4.499999999999996,4.500000000000003,1.0810744985903822e-10,0.0,0.0,0.0,0.0,1.8286443446757914e-08,1.828654051414678e-08,1.3750324881404889e-08,1.374917791397671e-08,2.015893746712157e-18,-4.072377246082291e-18,1511.653555625349,1511.6535556322408,1136.6681129213025,1136.5732990668364,1.666428488533711e-07,1.6664307622704655e-07,397.5536988931546,397.55369888626274,298.9353023477219,298.9103670056198,4.382548013381893e-08,4.382548013381893e-08
0.19050033658808468,120.75196673030594,122.29515267661506,0.0,591.8704060000002,0.0,1.8286443446757914e-08,0.0,1.536211719663308e-08,0.0,4.499999999999996,4.500000000000003,1.0810744985903822e-10,0.0,0.0,0.0,0.0,1.8286443446757914e-08,1.828654051414678e-08,1.5363264164061277e-08,1.536211719663308e-08,2.0158755487386808e-18,-4.072395444055767e-18,1511.653555625349,1511.6535556322408,1270.001446241523,1269.9066323870552,1.66641257237643e-07,1.6664148461131845e-07,397.5536988931546,397.55369888626274,334.00098234350554,333.9760470014029,4.382496854304918e-08,4.382496854304918e-08
0.21050033658808467,120.75196673030594,122.29515267661506,0.0,591.8704060000002,0.0,1.8286443446757914e-08,0.0,1.697505647928945e-08,0.0,4.499999999999996,4.500000000000003,1.0810744985903822e-10,0.0,0.0,0.0,0.0,1.8286443446757914e-08,1.828654051414678e-08,1.6976203446717667e-08,1.697505647928945e-08,2.0158556964039795e-18,-4.0724152963904684e-18,1511.653555625349,1511.6535556322408,1403.3347795617433,1403.2399657072738,1.6663943824823946e-07,1.666396656219149e-07,397.5536988931546,397.55369888626274,369.06666233928917,369.041726997186,4.3824456952279434e-08,4.3824456952279434e-08
0.23050033658808466,120.75196673030594,122.29515267661506,0.0,591.8704060000002,0.0,1.8286443446757914e-08,0.0,1.858799576194582e-08,0.0,4.499999999999996,4.500000000000003,1.0810744985903822e-10,0.0,0.0,0.0,0.0,1.8286443446757914e-08,1.828654051414678e-08,1.8589142729374056e-08,1.858799576194582e-08,2.0158358440692782e-18,-4.07243514872517e-18,1511.653555625349,1511.6535556322408,1536.6681128819637,1536.5732990274923,1.666376192588359e-07,1.6663784663251135e-07,397.5536988931546,397.55369888626274,404.1323423350728,404.1074069929691,4.3823945361509686e-08,4.3823945361509686e-08
0.2505003365880847,120.75196673030594,122.29515267661506,0.0,591.8704060000002,0.0,1.8286443446757914e-08,0.0,2.020093504460219e-08,0.0,4.499999999999996,4.500000000000003,1.0810744985903822e-10,0.0,0.0,0.0,0.0,1.8286443446757914e-08,1.828654051414678e-08,2.0202082012030446e-08,2.020093504460219e-08,2.015815991734577e-18,-4.072455001059871e-18,1511.653555625349,1511.6535556322408,1670.001446202184,1669.9066323477111,1.666360276431078e-07,1.6663625501678325e-07,397.5536988931546,397.55369888626274,439.1980223308565,439.1730869887523,4.382343377073994e-08,4.382343377073994e-08
0.2705003365880847,120.75196673030594,122.29515267661506,0.0,591.8704060000002,0.0,1.8286443446757914e-08,0.0,2.181387432725856e-08,0.0,4.499999999999996,4.500000000000003,1.0810744985903822e-10,0.0,0.0,0.0,0.0,1.8286443446757914e-08,1.828654051414678e-08,2.1815021294686836e-08,2.181387432725856e-08,2.0157961393998757e-18,-4.072474853394572e-18,1511.653555625349,1511.6535556322408,1803.3347795224045,1803.23996566793,1.666344360273797e-07,1.6663466340105515e-07,397.5536988931546,397.55369888626274,474.26370232664016,474.23876698453546,4.382292217997019e-08,4.382292217997019e-08
0.2905003365880847,120.75196673030594,122.29515267661506,0.0,591.8704060000002,0.0,1.8286443446757914e-08,0.0,2.342681360991493e-08,0.0,4.499999999999996,4.500000000000003,1.0810744985903822e-10,0.0,0.0,0.0,0.0,1.8286443446757914e-08,1.828654051414678e-08,2.3427960577343226e-08,2.342681360991493e-08,2.0157762870651744e-18,-4.0724947057292735e-18,1511.653555625349,1511.6535556322408,1936.6681128426249,1936.5732989881487,1.666328444116516e-07,1.6663307178532705e-07,397.5536988931546,397.55369888626274,509.32938232242384,509.30444698031863,4.3822410589200445e-08,4.3822410589200445e-08
0.31050033658808474,120.75196673030594,122.29515267661506,0.0,591.8704060000002,0.0,1.8286443446757914e-08,0.0,2.50397528925713e-08,0.0,4.499999999999996,4.500000000000003,1.0810744985903822e-10,0.0,0.0,0.0,0.0,1.8286443446757914e-08,1.828654051414678e-08,2.5040899859999615e-08,2.50397528925713e-08,2.015756434730473e-18,-4.072514558063975e-18,1511.653555625349,1511.6535556322408,2070.0014461628452,2069.9066323083675,1.666312527959235e-07,1.6663148016959894e-07,397.5536988931546,397.55369888626274,544.3950623182075,544.3701269761018,4.382195584184956e-08,4.382195584184956e-08
0.33050033658808475,120.75196673030594,122.29515267661506,0.0,591.8704060000002,0.0,1.8286443446757914e-08,0.0,2.665269217522767e-08,0.0,4.499999999999996,4.500000000000003,1.0810744985903822e-10,0.0,0.0,0.0,0.0,1.8286443446757914e-08,1.828654051414678e-08,2.6653839142656005e-08,2.665269217522767e-08,2.015736582395772e-18,-4.072534410398676e-18,1511.653555625349,1511.6535556322408,2203.3347794830656,2203.2399656285866,1.6662988855387084e-07,1.6663011592754629e-07,397.5536988931546,397.55369888626274,579.4607423139911,579.435806971885,4.382150109449867e-08,4.382150109449867e-08
0.35050033658808477,120.75196673030594,122.29515267661506,0.0,591.8704060000002,0.0,1.8286443446757914e-08,0.0,2.826563145788404e-08,0.0,4.499999999999996,4.500000000000003,1.0810744985903822e-10,0.0,0.0,0.0,0.0,1.8286443446757914e-08,1.828654051414678e-08,2.8266778425312395e-08,2.826563145788404e-08,2.0157167300610706e-18,-4.072554262733377e-18,1511.653555625349,1511.6535556322408,2336.668112803286,2336.5732989488056,1.6662852431181818e-07,1.6662875168549363e-07,397.5536988931546,397.55369888626274,614.5264223097747,614.5014869676681,4.3821046347147785e-08,4.3821046347147785e-08
0.3705003365880848,120.75196673030594,122.29515267661506,0.0,591.8704060000002,0.0,1.8286443446757914e-08,0.0,2.987857074054041e-08,0.0,4.499999999999996,4.500000000000003,1.0810744985903822e-10,0.0,0.0,0.0,0.0,1.8286443446757914e-08,1.828654051414678e-08,2.9879717707968785e-08,2.987857074054041e-08,2.0157001864488195e-18,-4.072570806345628e-18,1511.653555625349,1511.6535556322408,2470.0014461235064,2469.9066322690246,1.6662716006976552e-07,1.6662738744344097e-07,397.5536988931546,397.55369888626274,649.5921023055583,649.5671669634513,4.38205915997969e-08,4.38205915997969e-08
