reading_no,csv_line,sample,subgroup,subgroup_provenance,timestamp,units,sigma_value_metadata,duration_reported,duration_unit,Ag_ppm,Ag_reported_2sigma_ppm,Ag_status,Ag_detection_limit_ppm,As_ppm,As_reported_2sigma_ppm,As_status,As_detection_limit_ppm,Au_ppm,Au_reported_2sigma_ppm,Au_status,Au_detection_limit_ppm,Bal_ppm,Bal_reported_2sigma_ppm,Bal_status,Bal_detection_limit_ppm,Bi_ppm,Bi_reported_2sigma_ppm,Bi_status,Bi_detection_limit_ppm,Cd_ppm,Cd_reported_2sigma_ppm,Cd_status,Cd_detection_limit_ppm,Co_ppm,Co_reported_2sigma_ppm,Co_status,Co_detection_limit_ppm,Cr_ppm,Cr_reported_2sigma_ppm,Cr_status,Cr_detection_limit_ppm,Cu_ppm,Cu_reported_2sigma_ppm,Cu_status,Cu_detection_limit_ppm,Fe_ppm,Fe_reported_2sigma_ppm,Fe_status,Fe_detection_limit_ppm,Hf_ppm,Hf_reported_2sigma_ppm,Hf_status,Hf_detection_limit_ppm,Hg_ppm,Hg_reported_2sigma_ppm,Hg_status,Hg_detection_limit_ppm,Mn_ppm,Mn_reported_2sigma_ppm,Mn_status,Mn_detection_limit_ppm,Mo_ppm,Mo_reported_2sigma_ppm,Mo_status,Mo_detection_limit_ppm,Nb_ppm,Nb_reported_2sigma_ppm,Nb_status,Nb_detection_limit_ppm,Ni_ppm,Ni_reported_2sigma_ppm,Ni_status,Ni_detection_limit_ppm,Pb_ppm,Pb_reported_2sigma_ppm,Pb_status,Pb_detection_limit_ppm,Pd_ppm,Pd_reported_2sigma_ppm,Pd_status,Pd_detection_limit_ppm,Rb_ppm,Rb_reported_2sigma_ppm,Rb_status,Rb_detection_limit_ppm,Re_ppm,Re_reported_2sigma_ppm,Re_status,Re_detection_limit_ppm,Sb_ppm,Sb_reported_2sigma_ppm,Sb_status,Sb_detection_limit_ppm,Se_ppm,Se_reported_2sigma_ppm,Se_status,Se_detection_limit_ppm,Sn_ppm,Sn_reported_2sigma_ppm,Sn_status,Sn_detection_limit_ppm,Sr_ppm,Sr_reported_2sigma_ppm,Sr_status,Sr_detection_limit_ppm,Ta_ppm,Ta_reported_2sigma_ppm,Ta_status,Ta_detection_limit_ppm,Th_ppm,Th_reported_2sigma_ppm,Th_status,Th_detection_limit_ppm,Ti_ppm,Ti_reported_2sigma_ppm,Ti_status,Ti_detection_limit_ppm,U_ppm,U_reported_2sigma_ppm,U_status,U_detection_limit_ppm,V_ppm,V_reported_2sigma_ppm,V_status,V_detection_limit_ppm,W_ppm,W_reported_2sigma_ppm,W_status,W_detection_limit_ppm,Y_ppm,Y_reported_2sigma_ppm,Y_status,Y_detection_limit_ppm,Zn_ppm,Zn_reported_2sigma_ppm,Zn_status,Zn_detection_limit_ppm,Zr_ppm,Zr_reported_2sigma_ppm,Zr_status,Zr_detection_limit_ppm,reactive_ferrous_Fe_mol_per_kg_rock,magnetite_H2_mol_per_kg_rock,ferric_ceiling_H2_mol_per_kg_rock,magnetite_H2_kg_per_tonne_rock,ferric_ceiling_H2_kg_per_tonne_rock
4491,35,sample5,weathered surface,"Original notebook cell 6 row-order assumption, mapped to Reading No; not independently verified","Fri Jun 20, 2025 - 04:26:41",ppm,1.5,19.16,not stated by export; not reaction exposure,14.2647,12.5482,detected,,4.9643,1.7815,detected,,,5.3752,below_detection,,937749.25,538.7081,detected,,,2.1965,below_detection,,22.3852,8.5519,detected,,,157.9184,below_detection,,610.8412,52.9861,detected,,21.8344,7.5527,detected,,56402.5156,183.9174,detected,,,0.0,below_detection,,,3.0731,below_detection,,1032.3467,48.9841,detected,,,1.541,below_detection,,6.9911,0.921,detected,,1987.5394,30.8064,detected,,19.4494,1.7052,detected,,22.7168,7.4975,detected,,4.8439,0.8346,detected,,,0.0,below_detection,,36.4064,29.6239,detected,,,1.4364,below_detection,,57.1962,9.8178,detected,,5.6542,0.412,detected,,,0.0,below_detection,,,1.9998,below_detection,,1821.0222,167.6653,detected,,,1.9032,below_detection,,109.2901,72.1416,detected,,,0.0,below_detection,,,0.9634,below_detection,,63.6226,4.0863,detected,,6.8406,0.8052,detected,,1.009983267973856,0.3366610893246187,0.504991633986928,0.6786683567477123,1.0180025351215685
4492,36,sample5,weathered surface,"Original notebook cell 6 row-order assumption, mapped to Reading No; not independently verified","Fri Jun 20, 2025 - 04:27:21",ppm,1.5,19.63,not stated by export; not reaction exposure,28.5587,25.1213,detected,,5.8025,1.8176,detected,,,5.4216,below_detection,,919637.3125,634.3962,detected,,,2.1413,below_detection,,31.3236,12.5329,detected,,,142.5686,below_detection,,688.4184,51.4218,detected,,25.9514,8.1245,detected,,72803.3516,193.4778,detected,,,0.0,below_detection,,,3.055,below_detection,,1504.8906,53.4997,detected,,,2.4953,below_detection,,14.0571,1.0033,detected,,2636.6099,34.3271,detected,,21.9131,1.7243,detected,,64.4448,7.8509,detected,,5.9899,0.8917,detected,,,0.0,below_detection,,25.0119,20.3517,detected,,,1.4136,below_detection,,36.4496,10.1047,detected,,9.2518,0.4563,detected,,,0.0,below_detection,,,1.85,below_detection,,2246.6506,163.4862,detected,,,2.0355,below_detection,,123.6457,68.9286,detected,,,0.0,below_detection,,,1.0195,below_detection,,79.7858,4.344,detected,,10.5939,0.8588,detected,,1.3036682173874115,0.43455607246247047,0.6518341086937057,0.8760128953556449,1.3140193430334672
4493,37,sample5,weathered surface,"Original notebook cell 6 row-order assumption, mapped to Reading No; not independently verified","Fri Jun 20, 2025 - 04:28:24",ppm,1.5,20.5,not stated by export; not reaction exposure,37.6291,33.0946,detected,,4.1315,1.7006,detected,,,5.3884,below_detection,,938009.75,534.9089,detected,,,2.0512,below_detection,,69.6035,27.8446,detected,,,112.0628,below_detection,,969.289,59.9473,detected,,16.1166,7.2323,detected,,56083.0781,179.3803,detected,,,0.0,below_detection,,,4.056,below_detection,,1106.0702,50.0904,detected,,,1.5279,below_detection,,5.4164,0.8894,detected,,1906.5278,29.611,detected,,18.0026,1.6505,detected,,77.5027,7.6771,detected,,1.7686,0.7537,detected,,,0.0,below_detection,,102.9744,83.7744,detected,,,1.4255,below_detection,,163.0266,10.0041,detected,,5.1577,0.3983,detected,,,0.0,below_detection,,,2.514,below_detection,,1205.5688,151.9881,detected,,,1.9398,below_detection,,162.259,70.744,detected,,,0.0,below_detection,,,0.937,below_detection,,52.1338,3.7611,detected,,4.0049,0.7523,detected,,1.0042631945563614,0.33475439818545377,0.5021315972781807,0.6748246962140926,1.0122370443211388
4494,38,sample5,fresh surface,"Original notebook cell 6 row-order assumption, mapped to Reading No; not independently verified","Fri Jun 20, 2025 - 04:29:39",ppm,1.5,19.66,not stated by export; not reaction exposure,,8.7914,below_detection,,7.1058,1.6017,detected,,,4.3902,below_detection,,937538.3125,429.1167,detected,,,1.7591,below_detection,,,10.3389,below_detection,,,104.2736,below_detection,,1331.2925,58.4765,detected,,,10.1299,below_detection,,57627.4062,163.7872,detected,,,0.0,below_detection,,,2.3897,below_detection,,801.9601,40.8627,detected,,,1.3429,below_detection,,6.6071,0.8109,detected,,2571.0227,30.2843,detected,,20.0215,1.4725,detected,,,8.6115,below_detection,,,1.1572,below_detection,,,0.0,below_detection,,,18.2251,below_detection,,,1.1163,below_detection,,,11.874,below_detection,,29.5924,0.5911,detected,,,0.0,below_detection,,,1.5847,below_detection,,,168.8227,below_detection,,,1.7526,below_detection,,,79.719,below_detection,,,0.0,below_detection,,,0.8161,below_detection,,64.959,3.5644,detected,,1.7738,0.6946,detected,,1.0319170239054525,0.3439723413018175,0.5159585119527262,0.6934069633835078,1.0401104450752616
4495,39,sample5,fresh surface,"Original notebook cell 6 row-order assumption, mapped to Reading No; not independently verified","Fri Jun 20, 2025 - 04:30:15",ppm,1.5,20.03,not stated by export; not reaction exposure,,9.1182,below_detection,,7.091,1.5556,detected,,,4.4043,below_detection,,937106.125,445.9148,detected,,,1.9128,below_detection,,,10.7041,below_detection,,,87.6164,below_detection,,2052.582,70.0772,detected,,,14.9036,below_detection,,57288.9453,165.024,detected,,,0.0,below_detection,,,2.4826,below_detection,,811.6512,43.0851,detected,,,1.3571,below_detection,,9.8172,0.8533,detected,,2604.4402,30.7926,detected,,15.7125,1.4149,detected,,,9.0491,below_detection,,,1.0501,below_detection,,,0.0,below_detection,,,18.865,below_detection,,,1.1796,below_detection,,,12.2726,below_detection,,32.7588,0.6231,detected,,,0.0,below_detection,,,1.7235,below_detection,,,172.0951,below_detection,,,1.8063,below_detection,,,85.9665,below_detection,,,0.0,below_detection,,,0.8532,below_detection,,67.872,3.6742,detected,,3.0466,0.7269,detected,,1.0258563040558688,0.34195210135195625,0.5129281520279344,0.6893344020733815,1.0340016031100725
4496,40,sample5,fresh surface,"Original notebook cell 6 row-order assumption, mapped to Reading No; not independently verified","Fri Jun 20, 2025 - 04:30:49",ppm,1.5,19.42,not stated by export; not reaction exposure,,9.0519,below_detection,,5.903,1.5362,detected,,,4.4261,below_detection,,934978.625,457.6411,detected,,,1.7498,below_detection,,,10.6733,below_detection,,,92.6029,below_detection,,1023.3567,53.9405,detected,,,12.4609,below_detection,,60250.9609,168.4196,detected,,,0.0,below_detection,,,2.4424,below_detection,,880.4234,41.9001,detected,,,1.3602,below_detection,,7.0754,0.829,detected,,2737.3213,31.7009,detected,,16.5144,1.4224,detected,,,8.9347,below_detection,,,0.8967,below_detection,,,0.0,below_detection,,,18.7586,below_detection,,,1.1374,below_detection,,,12.2102,below_detection,,21.3722,0.5326,detected,,,0.0,below_detection,,,1.5326,below_detection,,,211.5134,below_detection,,,1.6887,below_detection,,,85.301,below_detection,,,0.0,below_detection,,,0.8021,below_detection,,76.1614,3.8454,detected,,2.2967,0.6956,detected,,1.0788962467544094,0.3596320822514698,0.5394481233772047,0.7249751219690929,1.0874626829536393
4497,41,sample5,fresh surface,"Original notebook cell 6 row-order assumption, mapped to Reading No; not independently verified","Fri Jun 20, 2025 - 04:31:43",ppm,1.5,19.99,not stated by export; not reaction exposure,,9.3984,below_detection,,5.7298,1.557,detected,,,4.7507,below_detection,,936373.125,459.546,detected,,,1.721,below_detection,,,11.0723,below_detection,,,90.4861,below_detection,,1343.9998,60.6963,detected,,,15.5774,below_detection,,58739.625,169.3324,detected,,,0.0,below_detection,,,2.4258,below_detection,,778.8816,41.8947,detected,,,1.3892,below_detection,,4.6676,0.818,detected,,2657.5488,31.7949,detected,,16.1078,1.4553,detected,,,9.3969,below_detection,,,0.9596,below_detection,,,0.0,below_detection,,,19.5298,below_detection,,,1.2304,below_detection,,,12.6973,below_detection,,18.0968,0.5108,detected,,,0.0,below_detection,,,1.8246,below_detection,,,173.9293,below_detection,,,1.7757,below_detection,,,86.8967,below_detection,,,0.0,below_detection,,,0.8296,below_detection,,60.9186,3.62,detected,,1.3275,0.6892,detected,,1.0518331990330378,0.35061106634434597,0.5259165995165189,0.70678983642224,1.0601847546333603
4498,42,sample5,fresh surface,"Original notebook cell 6 row-order assumption, mapped to Reading No; not independently verified","Fri Jun 20, 2025 - 04:32:18",ppm,1.5,20.09,not stated by export; not reaction exposure,,8.7114,below_detection,,4.1513,1.5069,detected,,,4.1703,below_detection,,933091.1875,438.9377,detected,,,1.8299,below_detection,,,10.2755,below_detection,,,94.1629,below_detection,,1058.8861,52.167,detected,,,13.5894,below_detection,,62028.2656,163.1906,detected,,,0.0,below_detection,,,2.4576,below_detection,,878.0206,40.1874,detected,,,1.3243,below_detection,,6.5941,0.793,detected,,2815.7305,30.8685,detected,,20.5204,1.4547,detected,,,8.5833,below_detection,,,0.8511,below_detection,,,0.0,below_detection,,,18.0654,below_detection,,,1.1024,below_detection,,,11.7412,below_detection,,21.9837,0.5176,detected,,,0.0,below_detection,,,1.6002,below_detection,,,161.0958,below_detection,,,1.603,below_detection,,,80.8075,below_detection,,,0.0,below_detection,,,0.772,below_detection,,73.3232,3.6461,detected,,1.3042,0.6595,detected,,1.1107219195988898,0.3702406398662966,0.5553609597994449,0.7463607010936698,1.1195410516405049
4499,43,sample6,all,"Original notebook cell 6 row-order assumption, mapped to Reading No; not independently verified","Fri Jun 20, 2025 - 04:35:10",ppm,1.5,20.09,not stated by export; not reaction exposure,,9.5045,below_detection,,2.1389,1.2925,detected,,,4.4716,below_detection,,929061.1875,495.5529,detected,,,1.8878,below_detection,,,11.2119,below_detection,,,92.6014,below_detection,,1244.5096,57.4499,detected,,14.8748,7.2348,detected,,65201.9297,172.8064,detected,,,0.0,below_detection,,,2.667,below_detection,,1012.6671,44.2099,detected,,,1.4131,below_detection,,5.1889,0.827,detected,,2629.9617,31.3,detected,,8.5474,1.2671,detected,,,9.5734,below_detection,,,1.638,below_detection,,,0.0,below_detection,,,19.805,below_detection,,,1.2009,below_detection,,,12.8672,below_detection,,26.0246,0.5775,detected,,,0.0,below_detection,,,1.6437,below_detection,,738.9769,122.8897,detected,,,1.8543,below_detection,,,91.6824,below_detection,,,0.0,below_detection,,,0.8691,below_detection,,51.1759,3.3878,detected,,2.794,0.721,detected,,1.1675517897752707,0.38918392992509027,0.5837758948876354,0.7845481006573909,1.1768221509860863
4500,44,sample6,all,"Original notebook cell 6 row-order assumption, mapped to Reading No; not independently verified","Fri Jun 20, 2025 - 04:35:34",ppm,1.5,19.41,not stated by export; not reaction exposure,,9.0372,below_detection,,1.6834,1.3049,detected,,,4.4081,below_detection,,927503.0625,496.9891,detected,,,1.7358,below_detection,,,10.6434,below_detection,,,106.8197,below_detection,,1926.3304,67.0585,detected,,10.9076,7.0024,detected,,64784.4492,171.3113,detected,,,0.0,below_detection,,,2.4376,below_detection,,1073.0438,45.8788,detected,,,1.3512,below_detection,,2.9711,0.7918,detected,,2552.262,30.5519,detected,,10.9274,1.3037,detected,,,8.9232,below_detection,,2.631,0.7108,detected,,,0.0,below_detection,,,18.7916,below_detection,,,1.1777,below_detection,,,12.1855,below_detection,,20.9889,0.5268,detected,,,0.0,below_detection,,,1.5832,below_detection,,2040.7511,146.6452,detected,,,1.7945,below_detection,,,131.1209,below_detection,,,0.0,below_detection,,,0.8288,below_detection,,66.373,3.6398,detected,,3.6208,0.7129,detected,,1.160076089175396,0.386692029725132,0.580038044587698,0.779524728882299,1.1692870933234485
4501,45,sample6,all,"Original notebook cell 6 row-order assumption, mapped to Reading No; not independently verified","Fri Jun 20, 2025 - 04:36:01",ppm,1.5,19.48,not stated by export; not reaction exposure,,9.4433,below_detection,,2.509,1.3388,detected,,,4.7547,below_detection,,933744.9375,484.4922,detected,,,1.9959,below_detection,,,11.1098,below_detection,,,90.1698,below_detection,,2750.5156,80.3949,detected,,,11.3492,below_detection,,59112.957,170.9777,detected,,,0.0,below_detection,,,2.7955,below_detection,,987.2252,47.8865,detected,,,1.415,below_detection,,,1.4722,below_detection,,2054.9333,28.2151,detected,,9.5948,1.3001,detected,,,9.4176,below_detection,,1.9687,0.6975,detected,,,0.0,below_detection,,,19.5761,below_detection,,,1.1961,below_detection,,,12.7258,below_detection,,18.3825,0.5146,detected,,,0.0,below_detection,,,1.7696,below_detection,,1255.6755,137.7838,detected,,,1.7902,below_detection,,,95.5493,below_detection,,,0.0,below_detection,,,0.8583,below_detection,,58.2639,3.5629,detected,,3.0005,0.7133,detected,,1.05851834542036,0.35283944847345333,0.52925917271018,0.711281987388665,1.0669229810829974
4502,46,sample6,all,"Original notebook cell 6 row-order assumption, mapped to Reading No; not independently verified","Fri Jun 20, 2025 - 04:36:27",ppm,1.5,20.64,not stated by export; not reaction exposure,,9.3378,below_detection,,,2.3014,below_detection,,,4.3052,below_detection,,923994.0,520.7192,detected,,,1.7712,below_detection,,,10.9982,below_detection,,,91.3763,below_detection,,4922.5146,97.4858,detected,,,10.9746,below_detection,,65867.4844,170.6858,detected,,,0.0,below_detection,,,2.5799,below_detection,,1072.8391,50.6888,detected,,,1.3746,below_detection,,1.1834,0.7719,detected,,2451.5627,29.7162,detected,,12.6782,1.333,detected,,,9.3512,below_detection,,2.313,0.7043,detected,,,0.0,below_detection,,,19.3941,below_detection,,,1.1262,below_detection,,,12.6049,below_detection,,17.7016,0.4937,detected,,,0.0,below_detection,,,1.5716,below_detection,,1574.5822,135.6929,detected,,,1.8048,below_detection,,,92.9986,below_detection,,,0.0,below_detection,,,0.8361,below_detection,,78.6428,3.8397,detected,,4.5221,0.7127,detected,,1.1794696821559674,0.3931565607186558,0.5897348410779837,0.7925564476215238,1.1888346714322855
4503,47,sample6,all,"Original notebook cell 6 row-order assumption, mapped to Reading No; not independently verified","Fri Jun 20, 2025 - 04:36:55",ppm,1.5,20.21,not stated by export; not reaction exposure,,9.9798,below_detection,,3.9452,1.3519,detected,,,4.6174,below_detection,,916962.25,578.7366,detected,,,2.1502,below_detection,,,11.7411,below_detection,,,96.8255,below_detection,,2659.9292,74.9051,detected,,13.4001,7.3502,detected,,74679.2422,179.2539,detected,,,0.0,below_detection,,,2.5982,below_detection,,1297.6768,49.6898,detected,,,1.4549,below_detection,,2.3117,0.8116,detected,,2788.1616,32.1292,detected,,7.7367,1.2708,detected,,,10.2057,below_detection,,1.5802,0.7107,detected,,,0.0,below_detection,,,20.7696,below_detection,,,1.2672,below_detection,,,13.5011,below_detection,,14.1542,0.4697,detected,,,0.0,below_detection,,,1.8457,below_detection,,1477.6307,133.8211,detected,,,1.9659,below_detection,,,163.4366,below_detection,,,0.0,below_detection,,,0.8854,below_detection,,89.0353,4.1142,detected,,2.9355,0.7073,detected,,1.3372592389649924,0.4457530796549975,0.6686296194824962,0.8985847182149163,1.3478770773223743
4504,48,sample7,dark big grains,"Original notebook cell 6 row-order assumption, mapped to Reading No; not independently verified","Fri Jun 20, 2025 - 04:39:34",ppm,1.5,19.57,not stated by export; not reaction exposure,,9.6465,below_detection,,,2.8401,below_detection,,,4.7787,below_detection,,929594.375,508.1756,detected,,,1.8991,below_detection,,,11.351,below_detection,,,91.8612,below_detection,,4903.4385,100.9959,detected,,,15.6841,below_detection,,62121.1133,172.0946,detected,,,0.0,below_detection,,,4.2544,below_detection,,900.4975,50.2484,detected,,,1.4152,below_detection,,,1.158,below_detection,,2385.436,30.1179,detected,,11.4855,1.3459,detected,,,9.7554,below_detection,,,0.9858,below_detection,,,0.0,below_detection,,,20.0526,below_detection,,,1.2223,below_detection,,,13.0312,below_detection,,9.7933,0.4236,detected,,,0.0,below_detection,,,1.6946,below_detection,,,172.5704,below_detection,,,1.833,below_detection,,,88.4445,below_detection,,,0.0,below_detection,,,0.8176,below_detection,,73.8689,3.8638,detected,,,1.2291,below_detection,,1.1123845160712686,0.3707948386904229,0.5561922580356343,0.7474778994192497,1.1212168491288743
4505,49,sample7,dark big grains,"Original notebook cell 6 row-order assumption, mapped to Reading No; not independently verified","Fri Jun 20, 2025 - 04:40:09",ppm,1.5,20.63,not stated by export; not reaction exposure,,13.8352,below_detection,,1.8254,1.4334,detected,,4.3417,3.5619,detected,,921519.5,574.2984,detected,,,1.9047,below_detection,,,12.1377,below_detection,,,110.1441,below_detection,,5177.8672,103.7585,detected,,12.9978,7.5922,detected,,69407.2266,181.3969,detected,,,0.0,below_detection,,5.6339,2.1477,detected,,998.9888,52.6417,detected,,,1.5256,below_detection,,,1.7755,below_detection,,2765.4243,33.1247,detected,,13.0707,1.4259,detected,,,10.9053,below_detection,,,1.1199,below_detection,,,0.0,below_detection,,,21.4868,below_detection,,,1.3605,below_detection,,,13.9598,below_detection,,11.5592,0.4583,detected,,,0.0,below_detection,,,1.6728,below_detection,,,175.2013,below_detection,,,1.9433,below_detection,,,92.7227,below_detection,,,0.0,below_detection,,,0.8745,below_detection,,79.8435,4.1023,detected,,1.7314,0.7017,detected,,1.2428548052645716,0.41428493508819053,0.6214274026322858,0.8351487149455814,1.2527230724183722
4506,50,sample7,dark big grains,"Original notebook cell 6 row-order assumption, mapped to Reading No; not independently verified","Fri Jun 20, 2025 - 04:40:41",ppm,1.5,20.02,not stated by export; not reaction exposure,,10.3695,below_detection,,2.044,1.4633,detected,,,4.9476,below_detection,,922338.5,586.8737,detected,,,1.9557,below_detection,,,12.1608,below_detection,,,98.6445,below_detection,,4923.666,102.6264,detected,,11.7122,7.6156,detected,,68832.5547,182.7404,detected,,,0.0,below_detection,,4.7813,2.1054,detected,,1036.3035,53.1547,detected,,,1.5397,below_detection,,,1.3899,below_detection,,2746.5344,33.2945,detected,,13.5681,1.4532,detected,,,10.6234,below_detection,,,1.0617,below_detection,,,0.0,below_detection,,,21.556,below_detection,,,1.2772,below_detection,,,13.9649,below_detection,,11.5045,0.4612,detected,,,0.0,below_detection,,,1.7433,below_detection,,,253.8494,below_detection,,,1.8653,below_detection,,,101.7161,below_detection,,,0.0,below_detection,,,0.8824,below_detection,,76.6836,4.0696,detected,,2.1252,0.7141,detected,,1.2325643244695137,0.41085477482317123,0.6162821622347568,0.8282339234705344,1.2423508852058016
